timestamp,actual,sarima,lstm,gru
2020-09-17 00:00:00+00:00,20413.0,20745.064529059695,20503.607589180832,20211.77731296064
2020-09-17 01:00:00+00:00,20026.0,19579.41200154537,20585.729321335013,19906.89972150317
2020-09-17 02:00:00+00:00,20004.0,20359.65969242125,20058.625525103547,19709.19015707539
2020-09-17 03:00:00+00:00,19944.0,19615.71518796699,19971.476702926157,20078.9355776605
2020-09-17 04:00:00+00:00,20442.0,20879.527667447004,20228.862548706024,19885.796824317425
2020-09-17 05:00:00+00:00,23634.0,23347.453774842164,24111.36010770474,22723.315560808933
2020-09-17 06:00:00+00:00,29235.0,29282.97061644926,28849.065044785384,29204.37897822334
2020-09-17 07:00:00+00:00,33396.0,33311.39043000005,31972.365715933523,32181.049245542297
2020-09-17 08:00:00+00:00,33856.0,33765.62063407173,33731.09923202391,33611.546233067515
2020-09-17 09:00:00+00:00,33742.0,33884.90506670259,32637.834162238727,32992.910994437385
2020-09-17 10:00:00+00:00,34384.0,34082.670610429646,33157.181420849935,33790.103282153395
2020-09-17 11:00:00+00:00,34662.0,34340.32831869509,34517.101425467605,33937.59043763161
2020-09-17 12:00:00+00:00,33876.0,34216.49805690804,33329.18136308399,33080.3384555598
2020-09-17 13:00:00+00:00,33040.0,32904.1971495555,32623.449838787496,32591.938441251237
2020-09-17 14:00:00+00:00,32754.0,32365.16078097249,32779.08445661448,32231.22096932202
2020-09-17 15:00:00+00:00,34186.0,33793.90443386166,34551.46969108239,33561.48398373034
2020-09-17 16:00:00+00:00,35540.0,35690.1004841707,35566.996729602884,35790.18288368085
2020-09-17 17:00:00+00:00,34956.0,34930.21016979188,35071.916188901225,33856.02691399563
2020-09-17 18:00:00+00:00,36522.0,36449.65823828985,36171.56567865737,35121.150538038135
2020-09-17 19:00:00+00:00,35860.0,35926.76177287344,35414.121890586415,34910.73534031923
2020-09-17 20:00:00+00:00,32294.0,32343.252822673236,33108.593376988356,31625.927181555904
2020-09-17 21:00:00+00:00,28136.0,28700.830783944843,27962.023473303165,27052.7514166835
2020-09-17 22:00:00+00:00,26820.0,27105.674608979516,26832.085092537298,26024.696805503692
2020-09-17 23:00:00+00:00,24794.0,24529.422799917662,25025.54263991591,24579.195619008093
2020-09-18 00:00:00+00:00,23291.0,23328.84393376435,23168.329086271202,22827.939121860254
2020-09-18 01:00:00+00:00,22966.0,23037.45385575008,23008.826432801812,22304.89262716689
2020-09-18 02:00:00+00:00,22232.0,22619.261603976895,22272.19283638112,21288.24603219113
2020-09-18 03:00:00+00:00,22093.0,22098.153317313492,21720.317214113944,22231.577182328954
2020-09-18 04:00:00+00:00,22956.0,23079.054658463396,23730.90686648806,22648.1139198968
2020-09-18 05:00:00+00:00,27132.0,27251.236607617673,26800.011616209205,26849.33172049235
2020-09-18 06:00:00+00:00,32279.0,31959.303504869575,32350.323930218765,31495.22741219581
2020-09-18 07:00:00+00:00,35810.0,34840.52094874418,34963.32262273615,35175.82889448631
2020-09-18 08:00:00+00:00,35922.0,36144.17652493099,35421.800772265095,35466.08622692923
2020-09-18 09:00:00+00:00,34464.0,34352.90063541358,34424.87143317125,33085.62137398619
2020-09-18 10:00:00+00:00,34246.0,33650.49055771405,33664.92040310495,33311.60752053103
2020-09-18 11:00:00+00:00,34488.0,34326.12303716207,34570.13020500851,34154.332053577215
2020-09-18 12:00:00+00:00,32772.0,32747.796922266225,33607.11127363988,32464.3467413367
2020-09-18 13:00:00+00:00,31588.0,31848.15912488144,31876.03531728734,31206.943452013966
2020-09-18 14:00:00+00:00,31565.0,31527.08762726708,30823.50212147582,30509.82438833014
2020-09-18 15:00:00+00:00,32061.0,32475.289298568438,31908.711325055203,32707.548920956593
2020-09-18 16:00:00+00:00,33884.0,33820.85415838488,34409.53272812664,33113.54821441743
2020-09-18 17:00:00+00:00,33606.0,33432.96504369876,33138.681249777634,33139.90261408083
2020-09-18 18:00:00+00:00,35474.0,35431.591463736215,35916.119982944845,34567.55403075482
2020-09-18 19:00:00+00:00,33488.0,33075.096857446384,33983.178369486195,32644.951655031276
2020-09-18 20:00:00+00:00,30948.0,30928.475211598743,31330.84071426885,31358.519343597123
2020-09-18 21:00:00+00:00,27830.0,27233.577585983712,27707.720727901677,27112.814829195217
2020-09-18 22:00:00+00:00,26002.0,25819.54672855556,25132.796469700697,25074.16735138581
2020-09-18 23:00:00+00:00,23002.0,22454.045399812745,23275.414164919795,23305.790087174402
2020-09-19 00:00:00+00:00,21769.0,22039.195211623875,22153.487702396673,20829.338462747142
2020-09-19 01:00:00+00:00,21026.0,21179.01637176591,20746.6098952274,20445.515651097947
2020-09-19 02:00:00+00:00,19660.0,19716.347659236362,19227.772880841007,19376.51248796034
2020-09-19 03:00:00+00:00,19268.0,18710.9655186089,19204.93392142992,19505.184428552653
2020-09-19 04:00:00+00:00,20486.0,19978.393091218335,20383.830505675716,20517.633760505385
2020-09-19 05:00:00+00:00,23884.0,23370.783672987305,23734.23389833646,23245.507767342733
2020-09-19 06:00:00+00:00,27723.0,27399.022567565757,27911.6708714652,27570.665777926344
2020-09-19 07:00:00+00:00,30524.0,30560.788594205114,30256.204072090568,29757.846892135247
2020-09-19 08:00:00+00:00,32200.0,32352.028291134375,32023.4853481896,31422.61996263133
2020-09-19 09:00:00+00:00,32906.0,32770.72085351247,33133.746809317934,32292.89864310834
2020-09-19 10:00:00+00:00,32652.0,32950.17109394613,33571.569350388985,32284.67979919348
2020-09-19 11:00:00+00:00,32140.0,32294.186531965286,32721.208981802116,32337.51946917644
2020-09-19 12:00:00+00:00,31860.0,32131.78466634307,31828.0852827987,31165.617373271456
2020-09-19 13:00:00+00:00,30605.0,30431.958135738347,30559.590654497155,29914.589392830774
2020-09-19 14:00:00+00:00,30658.0,30339.367543203727,30541.415683418905,30301.470829266345
2020-09-19 15:00:00+00:00,31772.0,31422.451889174405,31502.406555764395,31599.94284224264
2020-09-19 16:00:00+00:00,33317.0,33412.36415382205,33251.687776531486,32768.169782112556
2020-09-19 17:00:00+00:00,33663.0,33688.85121018046,34041.75664567578,32968.66745887145
2020-09-19 18:00:00+00:00,34474.0,34630.24076479119,34434.707217611016,34438.25419168189
2020-09-19 19:00:00+00:00,33144.0,33002.458644157625,33114.32541280767,32869.852908455585
2020-09-19 20:00:00+00:00,31120.0,30389.213387183005,31409.12975559621,30328.593738267984
2020-09-19 21:00:00+00:00,28832.0,28585.983820855992,29344.397251846105,28156.23426788086
2020-09-19 22:00:00+00:00,25910.0,26081.639938900327,26385.682418307344,25613.543532249274
2020-09-19 23:00:00+00:00,23768.0,23709.640696940645,23711.045669690233,23010.31998366231
2020-09-20 00:00:00+00:00,22328.0,22439.489265127067,22207.631662178297,21556.42847763029
2020-09-20 01:00:00+00:00,21257.0,21417.12184701934,20365.80805444561,21073.561626851417
2020-09-20 02:00:00+00:00,20545.0,20820.294359959542,21059.25134035261,19298.21742502363
2020-09-20 03:00:00+00:00,20272.0,20069.860478539616,20402.839931140767,19983.37613120359
2020-09-20 04:00:00+00:00,20624.0,20368.46201812537,19911.956264350527,20612.261196076237
2020-09-20 05:00:00+00:00,22402.0,22347.953410818318,21503.732733347362,22202.484482101696
2020-09-20 06:00:00+00:00,24668.0,24159.58214423667,24568.936414793243,24032.18847582017
2020-09-20 07:00:00+00:00,28372.0,28288.58491029282,28076.193678179174,27805.2507100957
2020-09-20 08:00:00+00:00,30806.0,30534.940954421872,30945.208416173227,30394.79866433615
2020-09-20 09:00:00+00:00,32152.0,32488.97975036908,32221.566413578203,31183.80141095271
2020-09-20 10:00:00+00:00,33024.0,33075.46040945632,33302.08540036118,32373.453574652158
2020-09-20 11:00:00+00:00,33390.0,33138.911188801816,32842.33054207987,32958.45480928458
2020-09-20 12:00:00+00:00,33316.0,33009.4472792725,33177.26429986751,32728.112631232005
2020-09-20 13:00:00+00:00,32550.0,32682.18755446379,32965.817339747766,31342.316666313694
2020-09-20 14:00:00+00:00,31914.0,31922.78005987337,31961.51840121533,31221.613960832885
2020-09-20 15:00:00+00:00,33744.0,34159.96698332481,32994.43081137187,33073.80531651703
2020-09-20 16:00:00+00:00,34934.0,34807.61341097108,34826.79077486194,34100.050391922916
2020-09-20 17:00:00+00:00,34690.0,34749.12113705905,34385.59565798324,33925.646134200135
2020-09-20 18:00:00+00:00,35373.0,35348.39080813447,35602.41069869948,34826.90452788311
2020-09-20 19:00:00+00:00,34128.0,33535.13495128301,34104.03967627327,33639.55349755632
2020-09-20 20:00:00+00:00,31186.0,31689.195276511553,31213.83301339658,30602.35117692233
2020-09-20 21:00:00+00:00,27318.0,27279.59241497462,27121.899746411807,26653.355324289107
2020-09-20 22:00:00+00:00,24064.0,23777.82157934671,24084.641268207248,23669.004382042534
2020-09-20 23:00:00+00:00,21067.0,20711.414862222784,21441.092211172323,20450.39736969129
2020-09-21 00:00:00+00:00,20120.0,19948.62471550013,19765.9403647784,19832.830506303304
2020-09-21 01:00:00+00:00,19463.0,19229.63709290221,19678.068559617248,18948.041301573063
2020-09-21 02:00:00+00:00,18576.0,18408.857332879074,18212.53301477106,18313.77135399789
2020-09-21 03:00:00+00:00,18322.0,18717.342087023437,18559.836241337478,17949.15172165688
2020-09-21 04:00:00+00:00,18508.0,18913.560529783823,18917.861796860652,18276.610808370762
2020-09-21 05:00:00+00:00,23864.0,23680.987635887155,23627.52227073032,23416.750211856914
2020-09-21 06:00:00+00:00,29184.0,29166.74393807955,29022.215553795835,28698.081971996693
2020-09-21 07:00:00+00:00,32883.0,32817.310452021535,33105.85638730205,32162.995083462643
2020-09-21 08:00:00+00:00,34174.0,34117.32837412907,34753.68386162274,33556.85138004473
2020-09-21 09:00:00+00:00,32980.0,33296.346667081634,32661.656528947795,32693.90427649029
2020-09-21 10:00:00+00:00,32183.0,32071.09649756913,32287.50264871502,31994.97790327194
2020-09-21 11:00:00+00:00,33108.0,33557.049976547285,32677.112779192834,32516.366366198763
2020-09-21 12:00:00+00:00,31317.0,31392.53877034891,30706.964458460614,30413.35062759233
2020-09-21 13:00:00+00:00,30678.0,30523.73070367025,30871.46504956053,29720.477162695985
2020-09-21 14:00:00+00:00,30784.0,30348.511882832157,30437.943217067095,30251.618929047072
2020-09-21 15:00:00+00:00,33418.0,33950.50421862124,33752.43987725146,32966.750459321214
2020-09-21 16:00:00+00:00,35436.0,35296.52056149111,36233.07285166236,34496.28945891186
2020-09-21 17:00:00+00:00,35339.0,35138.32112019307,35074.269794010856,34211.72726634846
2020-09-21 18:00:00+00:00,36454.0,36477.92289793097,36191.81638263633,35990.66686888682
2020-09-21 19:00:00+00:00,34726.0,34582.874418926905,34863.28584411173,34504.917775086644
2020-09-21 20:00:00+00:00,31378.0,31817.177773807667,31079.853659308494,30232.234227758952
2020-09-21 21:00:00+00:00,26766.0,26821.224508975592,26868.54500557727,26411.100780364883
2020-09-21 22:00:00+00:00,23236.0,23082.85839491723,23204.42016535657,22936.67364490555
2020-09-21 23:00:00+00:00,21352.0,20948.790985468604,20865.94499798313,21166.905580157774
2020-09-22 00:00:00+00:00,20718.0,20687.500023871613,20936.117360341446,20264.495217162377
2020-09-22 01:00:00+00:00,20172.0,19997.918312113605,20059.15632435325,19675.379045824262
2020-09-22 02:00:00+00:00,19317.0,19322.245898231104,20166.947645429424,18964.71861761866
2020-09-22 03:00:00+00:00,19244.0,19173.483031442767,18538.41671368831,18806.354011144853
2020-09-22 04:00:00+00:00,20650.0,20375.495336020063,20217.1173633009,20165.827916129936
2020-09-22 05:00:00+00:00,24435.0,24265.185358161347,24081.827946847196,24183.27559596969
2020-09-22 06:00:00+00:00,28660.0,28581.94963380876,27927.457610254158,28142.75197757171
2020-09-22 07:00:00+00:00,32260.0,32263.900922819583,32029.496229070675,30937.082585923083
2020-09-22 08:00:00+00:00,32788.0,32798.682956248515,32546.022488589002,31931.649346002072
2020-09-22 09:00:00+00:00,32954.0,32506.992981692554,32693.0590758894,32328.421574071093
2020-09-22 10:00:00+00:00,33488.0,33306.12219535226,33344.31216898353,33228.94256324094
2020-09-22 11:00:00+00:00,33968.0,34007.00012370979,34718.98220123789,33983.52585099249
2020-09-22 12:00:00+00:00,33496.0,33255.31925638504,33447.62334891834,33191.1658578086
2020-09-22 13:00:00+00:00,33279.0,33159.83531134575,33550.61223290363,32901.30971560296
2020-09-22 14:00:00+00:00,33364.0,33334.166388004756,32873.05265167115,32385.00018524458
2020-09-22 15:00:00+00:00,33658.0,33468.738368325896,33520.56489333531,33448.62062752211
2020-09-22 16:00:00+00:00,34436.0,34207.25566623518,34573.397413884995,33678.28866807432
2020-09-22 17:00:00+00:00,34258.0,34297.25307049752,34292.65958910302,33900.90468941576
2020-09-22 18:00:00+00:00,34507.0,35115.7236403071,34463.74943765776,33847.77654629855
2020-09-22 19:00:00+00:00,32833.0,32677.436992510033,32835.42866999146,32646.09167287683
2020-09-22 20:00:00+00:00,28374.0,28331.682871908153,28162.750305879734,27364.30752960653
2020-09-22 21:00:00+00:00,25518.0,25274.14005327687,25610.119467340588,25010.500501105285
2020-09-22 22:00:00+00:00,22607.0,22431.993579707905,22772.06312755387,21912.21603189452
2020-09-22 23:00:00+00:00,20564.0,20248.22695685067,20212.65881023708,20660.71574407569
2020-09-23 00:00:00+00:00,20046.0,20663.28196517954,20314.149344486977,18871.881324138383
2020-09-23 01:00:00+00:00,20052.0,19957.302645917098,20547.307464823403,19881.33736785195
2020-09-23 02:00:00+00:00,19624.0,19431.796376148137,19254.29627951554,19592.66795549494
2020-09-23 03:00:00+00:00,20560.0,20216.365451991976,20635.95230154583,20086.05445544388
2020-09-23 04:00:00+00:00,20949.0,21367.79308058048,20322.039478146107,20909.67329829888
2020-09-23 05:00:00+00:00,24502.0,24951.952167187606,22920.2369251754,23856.577885410286
2020-09-23 06:00:00+00:00,30098.0,29762.037448923915,30592.570341716353,29993.75674781709
2020-09-23 07:00:00+00:00,34028.0,33970.03555651602,32779.559771193424,33119.00890676785
2020-09-23 08:00:00+00:00,35292.0,35474.89713778782,34501.59972137937,34927.5698410544
2020-09-23 09:00:00+00:00,35469.0,35377.38830637306,35461.47454403138,34268.9730994099
2020-09-23 10:00:00+00:00,36418.0,36616.86322562075,36081.40831908404,35213.344223286884
2020-09-23 11:00:00+00:00,36393.0,35464.62080859009,36049.11072161511,35626.808427689895
2020-09-23 12:00:00+00:00,35635.0,35698.75337230472,35857.33430455868,35042.38902179983
2020-09-23 13:00:00+00:00,35302.0,35059.702694237116,36374.43285133544,34267.124714991434
2020-09-23 14:00:00+00:00,35086.0,34638.877661822284,35841.16460109692,34539.74761428965
2020-09-23 15:00:00+00:00,36634.0,36447.44297221032,37790.25772345574,35495.14745146523
2020-09-23 16:00:00+00:00,37438.0,37683.86684896786,37641.48330837568,36379.704750385376
2020-09-23 17:00:00+00:00,37312.0,37628.15126852671,37585.75375190854,36472.895164926296
2020-09-23 18:00:00+00:00,37632.0,37144.65035564965,37160.51671808184,36929.523682002065
2020-09-23 19:00:00+00:00,36360.0,36767.653446064156,36366.471277293196,35921.09247288062
2020-09-23 20:00:00+00:00,31988.0,32301.00074156158,31985.70027986468,31406.717604058394
2020-09-23 21:00:00+00:00,29368.0,29378.628241279417,29456.871108426058,28151.836953619415
2020-09-23 22:00:00+00:00,27568.0,27773.148613051617,27229.9585409427,26932.073551532467
2020-09-23 23:00:00+00:00,25048.0,25394.717128716435,24911.062347294377,25299.203232312157
2020-09-24 00:00:00+00:00,24135.0,24129.35642552942,25106.029374783695,24031.50977460653
2020-09-24 01:00:00+00:00,23312.0,23354.572211616378,23243.425835306727,23184.53307702342
2020-09-24 02:00:00+00:00,22636.0,22399.699056118458,22619.125201215596,22488.43864617264
2020-09-24 03:00:00+00:00,22559.0,22358.38684907384,22902.42982547522,21949.717273785038
2020-09-24 04:00:00+00:00,23627.0,23463.781260491214,23624.18531002736,23437.608145865917
2020-09-24 05:00:00+00:00,28808.0,28566.826640153202,29050.061949764997,28601.28049863795
2020-09-24 06:00:00+00:00,33814.0,33989.21511055498,33223.30756409587,33192.77541204899
2020-09-24 07:00:00+00:00,36440.0,36174.81469195683,36558.04015720312,34985.43899510857
2020-09-24 08:00:00+00:00,36934.0,37213.179417261344,36872.015997638264,36245.7005157409
2020-09-24 09:00:00+00:00,36542.0,36538.606395208735,36709.39112724982,36295.66698193471
2020-09-24 10:00:00+00:00,35624.0,35360.64204531601,35435.99340622676,34460.55016784128
2020-09-24 11:00:00+00:00,35187.0,34906.94654669367,34965.39338310166,34499.96616397659
2020-09-24 12:00:00+00:00,36390.0,36603.19040501355,36726.82183797395,35032.417907673145
2020-09-24 13:00:00+00:00,35774.0,36270.386758037544,35929.676910353235,34565.83793966842
2020-09-24 14:00:00+00:00,36982.0,36647.79568601167,36823.8767361357,36206.00631104725
2020-09-24 15:00:00+00:00,37202.0,36794.001273966576,37107.416716281325,36476.805537463886
2020-09-24 16:00:00+00:00,39562.0,39320.56430557677,39814.780348670545,38361.926556365266
2020-09-24 17:00:00+00:00,39078.0,38854.60441435374,39163.03127481273,37979.73622222006
2020-09-24 18:00:00+00:00,39744.0,39487.66949236026,40338.222334296974,38958.24045216598
2020-09-24 19:00:00+00:00,37908.0,38451.70057783368,38170.165751909306,37182.57070155352
2020-09-24 20:00:00+00:00,35050.0,35018.9633001879,35097.82571650017,34479.55726041566
2020-09-24 21:00:00+00:00,30788.0,31083.1731886425,30713.645069315535,29897.956926644405
