timestamp,actual,sarima,lstm,gru
2020-09-16 20:00:00+00:00,46714.0,46830.81694501273,45941.29249354945,45117.791370571045
2020-09-16 21:00:00+00:00,46662.0,46347.598654061796,46974.7263006043,45202.01458204777
2020-09-16 22:00:00+00:00,42746.0,43040.271315259444,43364.42031556187,41974.53615578371
2020-09-16 23:00:00+00:00,40162.0,40270.44732743314,39998.033509911955,39423.030538984094
2020-09-17 00:00:00+00:00,38875.0,38992.42843433981,38785.0353779531,37180.147573563685
2020-09-17 01:00:00+00:00,36869.0,36417.92464458282,36557.12304146548,36182.9035198195
2020-09-17 02:00:00+00:00,36033.0,36180.23515792239,36398.07454659791,34328.67449593301
2020-09-17 03:00:00+00:00,37808.0,37748.38274338241,37762.491895714855,36423.2667564871
2020-09-17 04:00:00+00:00,41970.0,41998.82834933622,42058.407339677935,41169.9576807085
2020-09-17 05:00:00+00:00,45851.0,45070.35849444139,45498.84364437468,44838.607235988806
2020-09-17 06:00:00+00:00,47725.0,47547.22697614245,47312.14943485307,46773.81568806854
2020-09-17 07:00:00+00:00,49361.0,50032.292090189934,49512.690872908686,48567.40202809075
2020-09-17 08:00:00+00:00,50505.0,50486.52621642974,50203.85799791752,49769.51193438062
2020-09-17 09:00:00+00:00,51753.0,52008.92981921859,51613.72747869255,50673.06704916807
2020-09-17 10:00:00+00:00,52930.0,53217.94002101706,53174.02108724993,51718.233979099896
2020-09-17 11:00:00+00:00,52267.0,52254.24103401062,52074.674322845385,51692.4681138515
2020-09-17 12:00:00+00:00,51872.0,52334.42987770335,52103.029119374456,51045.05276419191
2020-09-17 13:00:00+00:00,50845.0,50952.4341543671,50081.025881894784,49854.30136326791
2020-09-17 14:00:00+00:00,49681.0,49788.50354370015,49648.27887715773,48098.15372943376
2020-09-17 15:00:00+00:00,48863.0,48998.21645054147,48853.52587332725,48249.534693577734
2020-09-17 16:00:00+00:00,49055.0,48846.352615630465,48960.35817814479,47689.54771573309
